"Date","Price","Open","High","Low","Vol.","Change %"
"24-05-2017","30,301.64","30,446.77","30,534.15","30,247.60","11.74M","-0.21%"
"23-05-2017","30,365.25","30,553.89","30,610.64","30,316.92","19.27M","-0.67%"
"22-05-2017","30,570.97","30,638.88","30,712.15","30,516.87","11.82M","0.35%"
"19-05-2017","30,464.92","30,539.65","30,712.35","30,338.52","14.20M","0.10%"
"18-05-2017","30,434.79","30,466.82","30,575.83","30,393.72","16.67M","-0.73%"
"17-05-2017","30,658.77","30,616.53","30,692.45","30,519.14","15.41M","0.25%"
"16-05-2017","30,582.60","30,391.48","30,591.55","30,363.37","14.04M","0.86%"
"15-05-2017","30,322.12","30,287.37","30,357.96","30,273.62","8.22M","0.44%"
"12-05-2017","30,188.15","30,285.61","30,299.74","30,111.45","11.38M","-0.21%"
"11-05-2017","30,250.98","30,309.71","30,366.43","30,207.11","11.04M","0.01%"
"10-05-2017","30,248.17","29,988.78","30,271.60","29,987.44","11.35M","1.05%"
"09-05-2017","29,933.25","29,977.50","30,017.82","29,911.44","8.72M","0.02%"
"08-05-2017","29,926.15","29,915.12","30,016.04","29,877.41","10.26M","0.23%"
"05-05-2017","29,858.80","30,142.14","30,176.55","29,823.60","16.41M","-0.89%"
"04-05-2017","30,126.21","30,069.72","30,169.95","30,007.40","22.96M","0.77%"
"03-05-2017","29,894.80","29,984.95","30,020.59","29,846.57","11.63M","-0.09%"
"02-05-2017","29,921.18","30,021.49","30,069.24","29,804.12","12.09M","0.01%"
"28-04-2017","29,918.40","30,064.60","30,067.64","29,848.21","11.68M","-0.37%"
"27-04-2017","30,029.74","30,141.39","30,184.22","29,973.40","11.00M","-0.34%"
"26-04-2017","30,133.35","30,030.20","30,167.09","29,968.57","11.17M","0.63%"
"25-04-2017","29,943.24","29,825.14","29,961.82","29,780.84","8.94M","0.97%"
"24-04-2017","29,655.84","29,407.68","29,681.33","29,392.99","9.17M","0.99%"
"21-04-2017","29,365.30","29,575.66","29,584.34","29,259.42","11.71M","-0.19%"
"20-04-2017","29,422.39","29,358.59","29,453.06","29,341.68","15.10M","0.29%"
"19-04-2017","29,336.57","29,369.90","29,388.25","29,241.48","11.99M","0.06%"
